"Name","Character","IsDefaultSkin","EnabledByCalendar","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","SWF","SWFTextureExportName","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","EnvironmentMenu","EnvironmentWardrobe","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds","ShadowSWF","ShadowExportName","ShadowAlpha","OutlineSize","PortraitCameraPosition","PortraitCameraLookAt","PortraitCameraFov","PortraitCameraDefaultModelRotation","PortraitCameraArmyScreenFovAdd","PortraitCameraArmyScreenAltitudeChange","PortraitCameraInfoScreenFovAdd","PortraitCameraInfoScreenAltitudeChange","UseMenuPoseInPortrait","BloomStrength","BloomThreshold"
"PainterKing","Barbarian King","FALSE","FALSE","TID_PAINTER_KING","image/skin_icons/bk_colorfest_dl_opt.sctx","sc3d/barbking_painter_geo_dl_opt.glb","sc3d/barbking_painter_a_dl_opt.sctx","sc3d/barbking_painter_n_dl_opt.sctx","sc3d/barbking_painter_m_dl_opt.sctx",,,,"BarbarianKingPainterSkin",,10000,225,225,,,"Painter King Spawn Effect",,,,,,"Barbarian King Die","King Ability Effect",,,,,,,,,,,,"BarbarianPainter","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","-150;1800;0",30,55,15,-500,23,0,"FALSE",20,100
"BeastKing","Barbarian King","FALSE","FALSE","TID_BEAST_KING","image/skin_icons/bk_beast_dl_opt.sctx","sc3d/barbking_beast_geo_dl_opt.glb","sc3d/barbking_beast_a_dl_opt.sctx","sc3d/barbking_beast_n_dl_opt.sctx","sc3d/barbking_beast_m_dl_opt.sctx",,,,"BarbarianKingBeastSkin",,10000,225,225,,,"BarbKing_Beast_Deploy_SFX",,,,,"BarbKing_Beast_Atk_Hit_SFX","Barbarian Beast King Die","BarbKing_Beast_Ability_SFX",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;4000","0;1500;0",30,55,15,-500,25,300,"FALSE",20,100
"LeagueKing","Barbarian King","FALSE","FALSE","TID_LEAGUE_KING","image/skin_icons/bk_league_dl_opt.sctx","sc3d/barbking_league_geo_dl_opt.glb","sc3d/barbking_league_a_dl_opt.sctx","sc3d/barbking_league_n_dl_opt.sctx","sc3d/barbking_league_m_dl_opt.sctx",,,,"BarbarianKingLeagueSkin",,10000,225,225,,,"Barbarian King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianLeague","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","-50;2000;0",30,70,15,-500,30,0,"FALSE",20,100
"GoblinKing","Barbarian King","FALSE","FALSE","TID_GOBLIN_KING","image/skin_icons/bk_goblin_dl_opt.sctx","sc3d/barbking_goblin_geo_dl_opt.glb","sc3d/barbking_goblin_a_dl_opt.sctx","sc3d/barbking_goblin_n_dl_opt.sctx","sc3d/barbking_goblin_m_dl_opt.sctx",,,,"BarbarianKingGoblinSkin",,10000,225,225,,,"BarbKingGoblin_Deploy_SFX",,,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1700;3800","-50;1600;0",30,50,16,-500,23,0,"FALSE",20,100
"ClashiversaryKing","Barbarian King","FALSE","FALSE","TID_CLASHIVERSARY_KING","image/skin_icons/bk_clashiversary_dl_opt.sctx","sc3d/barbking_clashiversary_geo_dl_opt.glb","sc3d/barbking_clashiversary_a_dl_opt.sctx","sc3d/barbking_clashiversary_n_dl_opt.sctx","sc3d/barbking_clashiversary_m_dl_opt.sctx",,,,"BarbarianKingClashiversarySkin",,10000,225,225,,,"BarbKing_CV23_Deploy_SFX",,,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianAnniversary23","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1700;4500","100;1500;0",30,55,17,-300,19,450,"FALSE",20,100
"GingerbreadKing","Barbarian King","FALSE","FALSE","TID_GINGERBREAD_KING","image/skin_icons/bk_cookie_dl_opt.sctx","sc3d/barbking_gingerbread_geo_dl_opt.glb","sc3d/barbking_gingerbread_a_dl_opt.sctx","sc3d/barbking_gingerbread_n_dl_opt.sctx","sc3d/barbking_gingerbread_m_dl_opt.sctx",,,,"BarbarianKingGingerbreadSkin",,10000,225,225,,,"BarbKing_Gingerbread_Deploy_SFX",,,,,"bk_ginger_hit","BarbKing_Gingerbread_Die_SFX","King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianGingerbread","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1700;4000","0;1800;0",30,55,16,-600,20,-200,"FALSE",20,100
"GhostKing","Barbarian King","FALSE","FALSE","TID_GHOST_KING","image/skin_icons/bk_ghost_dl_opt.sctx","sc3d/barbking_ghost_geo_dl_opt.glb","sc3d/barbking_ghost_a_dl_opt.sctx","sc3d/barbking_ghost_n_dl_opt.sctx","sc3d/barbking_ghost_m_dl_opt.sctx","sc3d/barbking_ghost_e_dl_opt.sctx",,,"BarbarianKingGhostSkin",,10000,225,225,,,"BarbKing_Ghost_Deploy_SFX","Barbarian King Attack",,,,"RoyalChampion_Ghost_Hit","BarbKing_Ghost_Die_SFX","King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianGhost","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1700;4300","0;1800;0",30,55,15,-450,23,300,"FALSE",20,100
"ChessKing","Barbarian King","FALSE","FALSE","TID_CHESS_KING","image/skin_icons/bk_chess_dl_opt.sctx","sc3d/barbking_chess_geo_dl_opt.glb","sc3d/barbking_chess_a_dl_opt.sctx","sc3d/barbking_chess_n_dl_opt.sctx","sc3d/barbking_chess_m_dl_opt.sctx",,,,"BarbarianKingChessSkin",,10000,225,225,,,"Barbarian King Chess Deploy","Barbarian King Chess Attack",,,,"Archer Queen Chess hit","Barbarian King Chess Die","King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianChess","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1700;4300","0;2000;0",30,55,15,-500,19,-500,"FALSE",20,100
"LunarQueen","Archer Queen","FALSE","FALSE","TID_LUNAR_QUEEN","image/skin_icons/aq_lunar_2023_dl_opt.sctx","sc3d/archerqueen_lunar_geo_dl_opt.glb","sc3d/archerqueen_lunar_a_dl_opt.sctx","sc3d/archerqueen_lunar_n_dl_opt.sctx","sc3d/archerqueen_lunar_m_dl_opt.sctx",,,,"ArcherQueenLunarSkin",,10000,225,225,,,"Lunar Queen Deploy Effect","ArcherQueen_Lunar23_Atk_SFX",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenLunar_arrow","ArcherQueenLunar arrow rage","ArcherQueenLunar_arrow","ArcherCNY","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-65;1550;0",30,55,11,-350,17,-100,"FALSE",20,100
"PainterQueen","Archer Queen","FALSE","FALSE","TID_PAINTER_QUEEN","image/skin_icons/aq_colorfest_dl_opt.sctx","sc3d/archerqueen_painter_geo_dl_opt.glb","sc3d/archerqueen_painter_a_dl_opt.sctx","sc3d/archerqueen_painter_n_dl_opt.sctx","sc3d/archerqueen_painter_m_dl_opt.sctx",,,,"ArcherQueenPainterSkin",,10000,225,225,,,"Painter Queen Spawn Effect",,,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenPainter_arrow","ArcherQueenPainter arrow rage","ArcherQueenPainter_arrow","ArcherPainter","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-100;1550;0",30,55,11,-400,17,0,"FALSE",20,100
"ValentinesQueen","Archer Queen","FALSE","FALSE","TID_VALENTINES_QUEEN","image/skin_icons/aq_valentines_dl_opt.sctx","sc3d/archerqueen_valentines_geo_dl_opt.glb","sc3d/archerqueen_valentines_a_dl_opt.sctx","sc3d/archerqueen_valentines_n_dl_opt.sctx","sc3d/archerqueen_valentines_m_dl_opt.sctx",,,,"ArcherQueenValentinesSkin",,10000,225,225,,,"Valentines Queen Deploy Effect","ArcherQueen_Valentine_Atk_SFX",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenValentines_arrow","ArcherQueenValentines arrow rage","ArcherQueenValentines_arrow","ArcherValentines","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-80;1300;0",30,60,10,-300,17,150,"FALSE",20,100
"GoblinQueen","Archer Queen","FALSE","FALSE","TID_GOBLIN_QUEEN","image/skin_icons/aq_goblin_dl_opt.sctx","sc3d/archerqueen_goblin_geo_dl_opt.glb","sc3d/archerqueen_goblin_a_dl_opt.sctx","sc3d/archerqueen_goblin_n_dl_opt.sctx","sc3d/archerqueen_goblin_m_dl_opt.sctx",,,,"ArcherQueenGoblinSkin",,10000,225,225,,,"Archer Queen Deploy","GoblinArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenGoblin_arrow","ArcherQueenGoblin arrow rage","ArcherQueenGoblin_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-50;1300;0",30,55,11,-300,17,200,"FALSE",20,100
"GhostQueen","Archer Queen","FALSE","FALSE","TID_GHOST_QUEEN","image/skin_icons/aq_ghost_dl_opt.sctx","sc3d/archerqueen_ghost_geo_dl_opt.glb","sc3d/archerqueen_ghost_a_dl_opt.sctx","sc3d/archerqueen_ghost_n_dl_opt.sctx","sc3d/archerqueen_ghost_m_dl_opt.sctx","sc3d/archerqueen_ghost_e_dl_opt.sctx",,,"ArcherQueenGhostSkin",,10000,225,225,,,"ArcherQueen_Ghost_Deploy_SFX",,,,,"ArcherQueen_Ghost_Hit","Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenGhost_arrow","ArcherQueenGhost arrow rage","ArcherQueenGhost_arrow","ArcherGhost","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE",,,,0,"0;1450;3800","100;1700;0",30,55,10,-300,20,0,"FALSE",20,100
"LeagueQueen","Archer Queen","FALSE","FALSE","TID_LEAGUE_QUEEN","image/skin_icons/aq_league_dl_opt.sctx","sc3d/archerqueen_league_geo_dl_opt.glb","sc3d/archerqueen_league_a_dl_opt.sctx","sc3d/archerqueen_league_n_dl_opt.sctx","sc3d/archerqueen_league_m_dl_opt.sctx","sc3d/archerqueen_league_e_dl_opt.sctx",,,"ArcherQueenLeagueSkin",,10000,225,225,,,"ArcherQueen_League_Deploy_SFX",,,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenLeague_arrow","ArcherQueenLeague arrow rage","ArcherQueenLeague_arrow","ArcherLeague","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE",,,,0,"0;1450;3800","-50;1550;0",30,55,10,-400,17,-100,"FALSE",20,100
"ClashiversaryQueen","Archer Queen","FALSE","FALSE","TID_CLASHIVERSARY_QUEEN","image/skin_icons/aq_clashiversary_dl_opt.sctx","sc3d/archerqueen_clashiversary_geo_dl_opt.glb","sc3d/archerqueen_clashiversary_a_dl_opt.sctx","sc3d/archerqueen_clashiversary_n_dl_opt.sctx","sc3d/archerqueen_clashiversary_m_dl_opt.sctx",,,,"ArcherQueenClashiversarySkin",,10000,225,225,,,"ArcherQueen_CV23_Deploy_SFX","ArcherQueen_CV23_Attack_SFX",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenClashiversary_arrow","ArcherQueenClashiversary arrow rage","ArcherQueenClashiversary_arrow","ArcherClashiversary","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1000;0",30,55,10,-200,21,600,"FALSE",20,100
"GingerbreadQueen","Archer Queen","FALSE","FALSE","TID_GINGERBREAD_QUEEN","image/skin_icons/aq_cookie_dl_opt.sctx","sc3d/archerqueen_gingerbread_geo_dl_opt.glb","sc3d/archerqueen_gingerbread_a_dl_opt.sctx","sc3d/archerqueen_gingerbread_n_dl_opt.sctx","sc3d/archerqueen_gingerbread_m_dl_opt.sctx",,,,"ArcherQueenGingerbreadSkin",,10000,225,225,,,"ArcherQueen_Gingbred_Deploy_SFX","ArcherQueen_Gingbred_Atk_SFX",,,,"AQ_ginger_hit","ArcherQueen_Gingbred_Die_SFX","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenGingerbread_arrow","ArcherQueenGingerbread arrow rage","ArcherQueenGingerbread_arrow","ArcherGingerbread","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;4000","0;1550;0",30,55,15,-400,30,400,"FALSE",20,100
"ChessQueen","Archer Queen","FALSE","FALSE","TID_CHESS_QUEEN","image/skin_icons/aq_chess_dl_opt.sctx","sc3d/archerqueen_chess_geo_dl_opt.glb","sc3d/archerqueen_chess_a_dl_opt.sctx","sc3d/archerqueen_chess_n_dl_opt.sctx","sc3d/archerqueen_chess_m_dl_opt.sctx",,,,"ArcherQueenChessSkin",,10000,225,225,,,"Archer Queen Chess Deploy","ArcherQueen Chess Attack",,,,"Archer Queen Chess hit","Archer Queen Chess Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenChess_arrow","ArcherQueenChess arrow rage","ArcherQueenChess_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-80;1800;0",30,55,12,-350,20,-200,"FALSE",20,100
"WinterQueen","Archer Queen","FALSE","FALSE","TID_WINTER_QUEEN","image/skin_icons/aq_otn_dl_opt.sctx","sc3d/archerqueen_winter_geo_dl_opt.glb","sc3d/archerqueen_winter_a_dl_opt.sctx","sc3d/archerqueen_winter_n_dl_opt.sctx","sc3d/archerqueen_winter_m_dl_opt.sctx",,,,"ArcherQueenWinterSkin",,10000,225,225,,,"ArcherQueen_OfTheNorth_Deploy_SFX","ArcherQueen Attack",,,,"Archer Queen Winter Hit","ArcherQueen_OfTheNorth_Die_SFX","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenWinter24_arrow","ArcherQueenWinter24 arrow rage","ArcherQueenWinter24_arrow","ArcherOTN","Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","-65;1550;0",30,55,11,-400,18,-100,"FALSE",20,100
"PetFrostyDefault","Frosty","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/frosty_default_geo.glb","sc3d/frosty_default_a.sctx","sc3d/frosty_default_n.sctx","sc3d/frosty_default_m.sctx",,,,"FrostyDefault",,10000,225,225,,,,,,,,,,,,,,,,,"jaw_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,140,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"PetPoisonIguanaDefault","Poison Lizard","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/poisoniguana_default_geo.glb","sc3d/poisoniguana_default_a.sctx","sc3d/poisoniguana_default_n.sctx","sc3d/poisoniguana_default_m.sctx",,,,"PoisonIguanaDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"PetPhoenixDefault","Phoenix","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/pheonix_default_geo.glb","sc3d/pheonix_default_a.sctx","sc3d/pheonix_default_n.sctx","sc3d/pheonix_default_m.sctx",,,,"PhoenixDefault",,10000,225,225,,,,,,,,,,,,,,,,,"jaw_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,90,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"PetDiggyDefault","Diggy","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/diggy_default_geo.glb","sc3d/diggy_default_a.sctx","sc3d/diggy_default_n.sctx","sc3d/diggy_default_m.sctx",,,,"DiggyDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,170,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"PetPhoenixEggDefault","PhoenixEgg","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/pheonix_default_geo.glb","sc3d/pheonix_default_a.sctx","sc3d/pheonix_default_n.sctx","sc3d/pheonix_default_m.sctx",,,,"PhoenixEggDefault",,10000,225,225,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,40,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"LeagueChampion","Warrior Princess","FALSE","FALSE","TID_SKIN_LEAGUE_CHAMPION","image/skin_icons/rc_league_dl_opt.sctx","sc3d/royalchampion_league_geo_dl_opt.glb","sc3d/royalchampion_league_a_dl_opt.sctx","sc3d/royalchampion_league_n_dl_opt.sctx","sc3d/royalchampion_league_m_dl_opt.sctx",,,,"WarriorPrincessLeagueSkin",,10000,225,225,,,"Royal Champion Deploy","Warrior Princess League Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;1450;3800","0;1300;0",30,55,7,-200,17,250,"FALSE",20,100
"GoblinChampion","Warrior Princess","FALSE","FALSE","TID_GOBLIN_CHAMPION","image/skin_icons/rc_goblin_dl_opt.sctx","sc3d/royalchampion_goblin_geo_dl_opt.glb","sc3d/royalchampion_goblin_a_dl_opt.sctx","sc3d/royalchampion_goblin_n_dl_opt.sctx","sc3d/royalchampion_goblin_m_dl_opt.sctx",,,,"WarriorPrincessGoblinSkin",,10000,225,225,,,"Goblin Champion Deploy","GoblinWarrior Princess Attack",,,,,"Royal Champion Die","Goblin Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionGoblin spear",,"RoyalChampionGoblin shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;1450;3800","0;1300;0",30,55,7,-200,15,150,"FALSE",20,100
"ClashiversaryChampion","Warrior Princess","FALSE","FALSE","TID_CLASHIVERSARY_CHAMPION","image/skin_icons/rc_clashiversary_dl_opt.sctx","sc3d/royalchampion_clashiversary_geo_dl_opt.glb","sc3d/royalchampion_clashiversary_a_dl_opt.sctx","sc3d/royalchampion_clashiversary_n_dl_opt.sctx","sc3d/royalchampion_clashiversary_m_dl_opt.sctx","sc3d/royalchampion_clashiversary_e_dl_opt.sctx",,,"WarriorPrincessClashiversarySkin",,10000,225,225,,,"RoyalChampion_CV23_Deploy_SFX","Warrior Princess Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionClashiversary spear",,"RoyalChampionClashiversary shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;1450;3800","300;1200;0",30,55,7,-200,20,250,"FALSE",20,100
"GingerbreadChampion","Warrior Princess","FALSE","FALSE","TID_GINGERBREAD_CHAMPION","image/skin_icons/rc_cookie_dl_opt.sctx","sc3d/royalchampion_gingerbread_geo_dl_opt.glb","sc3d/royalchampion_gingerbread_a_dl_opt.sctx","sc3d/royalchampion_gingerbread_n_dl_opt.sctx","sc3d/royalchampion_gingerbread_m_dl_opt.sctx",,,,"WarriorPrincessGingerbreadSkin",,10000,225,225,,,"RoyalChampion_Gingerbread_Deploy_SFX","Warrior Princess Attack",,,,"rc_ginger_hit","RoyalChampion_Gingerbread_Die_SFX","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionGingerbread spear",,"RoyalChampionGingerbread shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;1450;4000","0;1550;0",30,55,7,-200,11,-200,"FALSE",20,100
"ChampionChampion","Warrior Princess","FALSE","FALSE","TID_CHAMPION_CHAMPION","image/skin_icons/rc_champion_2023_dl_opt.sctx","sc3d/royalchampion_champion_geo_dl_opt.glb","sc3d/royalchampion_champion_a_dl_opt.sctx","sc3d/royalchampion_champion_n_dl_opt.sctx","sc3d/royalchampion_champion_m_dl_opt.sctx",,,,"WarriorPrincessChampionSkin",,10000,225,225,,,"RoyalChampion_Champion_Deploy_SFX","Warrior Princess Attack",,,,,"RoyalChampion_Champion_Die_SFX","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionChampion spear",,"RoyalChampionChampion shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD","image/theme_icons/champion_icon_dl_opt.sctx","TID_SKIN_THEME_WORLDS",2023,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,7,-200,15,-100,"FALSE",20,100
"LNY24Champion","Warrior Princess","FALSE","FALSE","TID_LNY24_CHAMPION","image/skin_icons/rc_lny2024_dl_opt.sctx","sc3d/royalchampion_lny24_geo_dl_opt.glb","sc3d/royalchampion_lny_a_dl_opt.sctx","sc3d/royalchampion_lny_n_dl_opt.sctx","sc3d/royalchampion_lny_m_dl_opt.sctx","sc3d/royalchampion_lny_e_dl_opt.sctx","sc/hero_bk_lunar_dl_opt.sc","water","WarriorPrincessLNY24Skin",,10000,225,225,,,"RoyalChampion_LNY24_Deploy_SFX","RoyalChampion_LNY24_Atk_SFX",,,,"RoyalChampion lny24 Hit","RoyalChampion_LNY24_Die_SFX","RoyalChampion_LNY24_Ability_SFX",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionLNY24 spear",,"RoyalChampionLNY24 shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,7,-200,19,100,"FALSE",20,100
"SpaceChampion","Warrior Princess","FALSE","FALSE","TID_SPACE_CHAMPION","image/skin_icons/rc_space_2024_dl_opt.sctx","sc3d/royalchampion_space_geo_dl_opt.glb","sc3d/royalchampion_space_a_dl_opt.sctx","sc3d/royalchampion_space_n_dl_opt.sctx","sc3d/royalchampion_space_m_dl_opt.sctx",,,,"WarriorPrincessSpaceSkin",,10000,225,225,,,"RoyalChampion_Space_Deploy","RoyalChampion_Space_Atk",,,,,"RoyalChampion_Space_Die","RoyalChampion_Space_Jump",,,,,,,"shieldTop_s","hips_s","RoyalChampionSpace spear",,"RoyalChampionSpace shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;1450;3800","0;1550;0",30,55,7,-200,31,250,"FALSE",20,100
